epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1034.43,0.62798,0.387,1.16283,0.99756,0.97342,0.99001,0.83765,0.72794,0.34778,1.39939,0.0007988,0.0007988,0.0007988
184,1040.62,0.61947,0.38129,1.15198,0.99759,0.98643,0.99493,0.83979,0.72304,0.3473,1.40974,0.0007922,0.0007922,0.0007922
185,1045.74,0.61061,0.38011,1.1489,0.99512,0.98571,0.99476,0.83301,0.74156,0.35331,1.41532,0.0007856,0.0007856,0.0007856
186,1051.36,0.61904,0.39249,1.17013,0.99759,0.98566,0.9947,0.83297,0.72883,0.34749,1.41762,0.000779,0.000779,0.000779
187,1057.1,0.61904,0.38147,1.15521,0.99714,0.98571,0.99483,0.83534,0.73231,0.34913,1.44131,0.0007724,0.0007724,0.0007724
188,1062.38,0.61899,0.39152,1.17798,0.9973,0.97857,0.99061,0.83145,0.73999,0.34991,1.44268,0.0007658,0.0007658,0.0007658
189,1068.62,0.62,0.38396,1.15367,0.99518,0.98287,0.99294,0.82929,0.74292,0.35258,1.4675,0.0007592,0.0007592,0.0007592
190,1073.75,0.62256,0.38245,1.14944,0.99757,0.9781,0.99152,0.82868,0.73719,0.35103,1.46925,0.0007526,0.0007526,0.0007526
191,1079.95,0.64619,0.39674,1.19678,0.99649,0.98095,0.99283,0.83036,0.73713,0.3488,1.47501,0.000746,0.000746,0.000746
192,1085.23,0.61316,0.37877,1.14691,1,0.97825,0.99167,0.8299,0.74209,0.35038,1.51692,0.0007394,0.0007394,0.0007394
193,1091.4,0.60824,0.37612,1.14201,0.99514,0.97572,0.98802,0.8248,0.74009,0.35263,1.47811,0.0007328,0.0007328,0.0007328
194,1096.62,0.61675,0.37507,1.16942,0.99514,0.97599,0.98826,0.82785,0.74265,0.35343,1.48315,0.0007262,0.0007262,0.0007262
195,1102,0.60359,0.37279,1.15597,0.99206,0.98571,0.99295,0.83199,0.7375,0.34839,1.47822,0.0007196,0.0007196,0.0007196
196,1107.83,0.60562,0.3773,1.16902,0.99758,0.98044,0.99269,0.8309,0.73678,0.35473,1.47984,0.000713,0.000713,0.000713
197,1114.1,0.61993,0.39349,1.16655,0.99755,0.98095,0.99472,0.83065,0.7392,0.35682,1.49771,0.0007064,0.0007064,0.0007064
198,1120.36,0.60253,0.37487,1.16521,0.99515,0.97705,0.9914,0.82992,0.74464,0.35805,1.44336,0.0006998,0.0006998,0.0006998
199,1125.6,0.60576,0.38253,1.16251,0.99687,0.97619,0.99064,0.83274,0.73674,0.35171,1.41934,0.0006932,0.0006932,0.0006932
200,1131.81,0.60852,0.37171,1.15994,0.98973,0.98095,0.99065,0.83249,0.73345,0.34869,1.41692,0.0006866,0.0006866,0.0006866
201,1137.03,0.61709,0.38036,1.15955,0.99519,0.98481,0.99304,0.83685,0.72182,0.34877,1.3993,0.00068,0.00068,0.00068
202,1143.25,0.80635,0.60139,1.19354,0.99518,0.98319,0.99158,0.83042,0.73342,0.34556,1.4183,0.0006734,0.0006734,0.0006734
203,1148.51,0.60958,0.37292,1.17101,1,0.977,0.99155,0.83068,0.72837,0.34843,1.44697,0.0006668,0.0006668,0.0006668
204,1154.41,0.59748,0.36531,1.14993,0.99843,0.98095,0.99071,0.83024,0.72216,0.34611,1.44294,0.0006602,0.0006602,0.0006602
205,1159.9,0.59281,0.38407,1.17477,0.99996,0.97857,0.99155,0.83365,0.71721,0.34646,1.42989,0.0006536,0.0006536,0.0006536
206,1165.16,0.63178,0.41225,1.15694,0.99274,0.98095,0.99273,0.834,0.7304,0.349,1.45272,0.000647,0.000647,0.000647
207,1171.2,0.61065,0.37455,1.15305,0.99953,0.97619,0.99039,0.83438,0.71592,0.34983,1.40443,0.0006404,0.0006404,0.0006404
208,1176.42,0.61091,0.38697,1.15803,0.99902,0.98095,0.99133,0.82547,0.72983,0.35568,1.4425,0.0006338,0.0006338,0.0006338
209,1182.72,0.60867,0.37401,1.14703,0.99759,0.9848,0.99276,0.83256,0.72312,0.34926,1.44089,0.0006272,0.0006272,0.0006272
210,1187.93,0.60721,0.38725,1.17068,0.99805,0.97619,0.9882,0.82802,0.72571,0.3458,1.4582,0.0006206,0.0006206,0.0006206
211,1194.17,0.59934,0.37961,1.15315,0.99758,0.9805,0.99001,0.83216,0.72942,0.34788,1.4573,0.000614,0.000614,0.000614
212,1199.39,0.58064,0.37128,1.13967,0.99498,0.97381,0.98728,0.83143,0.72743,0.3428,1.47099,0.0006074,0.0006074,0.0006074
213,1205.23,0.59006,0.3752,1.15196,0.99725,0.97619,0.98858,0.83412,0.73145,0.34111,1.4607,0.0006008,0.0006008,0.0006008
214,1210.77,0.60317,0.37038,1.18164,0.99978,0.98095,0.99082,0.82973,0.73166,0.34365,1.46867,0.0005942,0.0005942,0.0005942
215,1215.86,0.59749,0.3758,1.14657,0.99928,0.98095,0.99078,0.83031,0.72698,0.34319,1.45492,0.0005876,0.0005876,0.0005876
216,1221.97,0.58813,0.36873,1.15884,0.99966,0.98333,0.99472,0.83198,0.723,0.34253,1.45059,0.000581,0.000581,0.000581
217,1227.08,0.60047,0.37209,1.14387,0.99709,0.97857,0.993,0.83186,0.72211,0.34334,1.44849,0.0005744,0.0005744,0.0005744
218,1233.25,0.57642,0.37031,1.13271,0.99519,0.98516,0.99476,0.83531,0.71916,0.34364,1.42936,0.0005678,0.0005678,0.0005678
219,1238.46,0.58487,0.37053,1.12655,0.99045,0.98786,0.99467,0.83637,0.73055,0.35358,1.45754,0.0005612,0.0005612,0.0005612
220,1244.41,0.60045,0.38408,1.16238,0.99734,0.97857,0.99289,0.83246,0.72871,0.34968,1.45341,0.0005546,0.0005546,0.0005546
221,1249.69,0.5913,0.36934,1.13893,1,0.9781,0.99156,0.83028,0.73048,0.35107,1.46896,0.000548,0.000548,0.000548
222,1254.93,0.57481,0.3637,1.12989,1,0.98023,0.99168,0.83285,0.73461,0.34622,1.46355,0.0005414,0.0005414,0.0005414
223,1260.96,0.56281,0.36107,1.13412,0.99969,0.97619,0.99157,0.8353,0.72812,0.3411,1.48235,0.0005348,0.0005348,0.0005348
224,1266.11,0.58864,0.36818,1.13634,1,0.97529,0.9907,0.83475,0.72676,0.34321,1.47519,0.0005282,0.0005282,0.0005282
225,1272.29,0.59711,0.37327,1.15915,0.99518,0.98571,0.99301,0.83557,0.71886,0.34624,1.45377,0.0005216,0.0005216,0.0005216
226,1277.86,0.59447,0.37671,1.14788,0.99951,0.97857,0.99447,0.83798,0.72075,0.34447,1.45634,0.000515,0.000515,0.000515
227,1284.55,0.59194,0.37636,1.1507,0.99736,0.98333,0.99467,0.8444,0.71637,0.34006,1.46679,0.0005084,0.0005084,0.0005084
228,1289.74,0.5768,0.36629,1.13303,1,0.97763,0.99273,0.83483,0.72529,0.34362,1.47772,0.0005018,0.0005018,0.0005018
229,1295.79,0.58333,0.3674,1.12702,0.99757,0.97603,0.99279,0.83705,0.72047,0.34044,1.45379,0.0004952,0.0004952,0.0004952
230,1301.12,0.56792,0.36321,1.1277,0.99757,0.97923,0.99271,0.83281,0.72996,0.34706,1.49721,0.0004886,0.0004886,0.0004886
231,1306.25,0.59998,0.40868,1.14197,0.99352,0.98571,0.99474,0.83647,0.72234,0.34854,1.46529,0.000482,0.000482,0.000482
232,1312.31,0.5801,0.372,1.12812,0.99757,0.97782,0.99026,0.83485,0.72165,0.34247,1.48283,0.0004754,0.0004754,0.0004754
233,1317.4,0.5878,0.3752,1.13281,0.99273,0.97518,0.9895,0.8343,0.72309,0.34403,1.4749,0.0004688,0.0004688,0.0004688
234,1323.58,0.6035,0.37738,1.17181,0.99757,0.97784,0.99054,0.83487,0.72185,0.3404,1.46635,0.0004622,0.0004622,0.0004622
235,1328.84,0.59572,0.37904,1.14706,1,0.976,0.99166,0.83736,0.71492,0.34202,1.47409,0.0004556,0.0004556,0.0004556
236,1335.08,0.58231,0.36941,1.14076,1,0.98073,0.99307,0.84067,0.72172,0.34218,1.47238,0.000449,0.000449,0.000449
237,1340.2,0.59563,0.3796,1.17608,1,0.98041,0.99461,0.83721,0.72317,0.34066,1.48153,0.0004424,0.0004424,0.0004424
238,1345.71,0.54927,0.35127,1.11705,0.9969,0.98333,0.99456,0.83468,0.71961,0.34167,1.45098,0.0004358,0.0004358,0.0004358
239,1351.45,0.56669,0.35707,1.14182,0.99758,0.98048,0.99301,0.83681,0.71929,0.33996,1.46794,0.0004292,0.0004292,0.0004292
240,1356.77,0.57724,0.36584,1.12119,0.99969,0.97619,0.99172,0.8431,0.70681,0.33669,1.45624,0.0004226,0.0004226,0.0004226
241,1363,0.57115,0.36484,1.12817,0.99956,0.97619,0.9916,0.83608,0.72343,0.34156,1.50148,0.000416,0.000416,0.000416
242,1368.21,0.56969,0.36284,1.1476,0.99963,0.98095,0.99311,0.84092,0.71851,0.33669,1.48583,0.0004094,0.0004094,0.0004094
243,1374.42,0.5666,0.36565,1.12346,1,0.98546,0.9947,0.83958,0.71786,0.3335,1.48622,0.0004028,0.0004028,0.0004028
244,1379.61,0.57252,0.36396,1.12849,1,0.98548,0.99445,0.83849,0.71574,0.33891,1.47843,0.0003962,0.0003962,0.0003962
245,1385.75,0.56378,0.36347,1.13078,0.9952,0.98629,0.99458,0.83687,0.71643,0.33918,1.47529,0.0003896,0.0003896,0.0003896
246,1391.09,0.57412,0.36483,1.1553,1,0.9857,0.99495,0.84343,0.71061,0.33243,1.45668,0.000383,0.000383,0.000383
247,1396.33,0.57285,0.36246,1.13192,0.99438,0.99048,0.99495,0.83833,0.71448,0.33499,1.48584,0.0003764,0.0003764,0.0003764
248,1402.28,0.55526,0.35829,1.11227,0.99723,0.98333,0.99157,0.83955,0.70822,0.33619,1.46299,0.0003698,0.0003698,0.0003698
249,1407.48,0.56182,0.35736,1.11099,0.99758,0.98105,0.9916,0.83884,0.71176,0.34016,1.46644,0.0003632,0.0003632,0.0003632
250,1413.71,0.56831,0.36751,1.14812,0.99759,0.98501,0.99282,0.83946,0.70864,0.3395,1.44994,0.0003566,0.0003566,0.0003566
251,1418.98,0.56712,0.36165,1.1365,1,0.98016,0.99067,0.83719,0.71247,0.33743,1.45035,0.00035,0.00035,0.00035
252,1425.11,0.54907,0.36325,1.14202,1,0.98288,0.99307,0.84047,0.71416,0.33862,1.45322,0.0003434,0.0003434,0.0003434
253,1430.22,0.5342,0.35023,1.11245,1,0.98295,0.99318,0.84052,0.71524,0.33961,1.48144,0.0003368,0.0003368,0.0003368
254,1435.79,0.55209,0.35451,1.13092,1,0.98556,0.99493,0.83978,0.71586,0.33944,1.48979,0.0003302,0.0003302,0.0003302
255,1441.43,0.57638,0.36743,1.13575,0.99639,0.99048,0.99498,0.84294,0.70973,0.33848,1.49436,0.0003236,0.0003236,0.0003236
256,1447.97,0.55213,0.36216,1.11637,0.99696,0.99048,0.99498,0.84437,0.71099,0.33906,1.48828,0.000317,0.000317,0.000317
257,1453.87,0.5784,0.37936,1.13972,1,0.98565,0.99307,0.84038,0.71125,0.33635,1.4646,0.0003104,0.0003104,0.0003104
258,1459.16,0.59091,0.36369,1.1312,0.99998,0.98333,0.99179,0.83852,0.71469,0.33948,1.43985,0.0003038,0.0003038,0.0003038
259,1465.4,0.54917,0.35497,1.1164,0.99759,0.9843,0.99172,0.83999,0.71282,0.336,1.44504,0.0002972,0.0002972,0.0002972
260,1470.6,0.55399,0.36722,1.13383,0.99731,0.97857,0.99154,0.84069,0.70714,0.33589,1.44329,0.0002906,0.0002906,0.0002906
261,1476.87,0.53016,0.34728,1.10166,0.99517,0.98064,0.99286,0.83577,0.71417,0.33872,1.46183,0.000284,0.000284,0.000284
262,1482.2,0.5359,0.35254,1.12484,0.99519,0.98535,0.9929,0.83707,0.71143,0.33652,1.45038,0.0002774,0.0002774,0.0002774
263,1488.17,0.55484,0.35985,1.13203,0.9928,0.9854,0.99474,0.83677,0.71392,0.33817,1.45926,0.0002708,0.0002708,0.0002708
264,1493.53,0.54488,0.35745,1.13736,0.99951,0.98095,0.99168,0.83781,0.71077,0.33976,1.4707,0.0002642,0.0002642,0.0002642
265,1498.93,0.53565,0.34806,1.12867,0.99941,0.98095,0.99169,0.83826,0.70987,0.33896,1.47442,0.0002576,0.0002576,0.0002576
266,1504.97,0.53761,0.3483,1.10866,0.99935,0.98095,0.99463,0.84101,0.70558,0.33661,1.45291,0.000251,0.000251,0.000251
267,1510.17,0.54538,0.35641,1.1239,0.99925,0.98571,0.9949,0.84277,0.70625,0.33573,1.45895,0.0002444,0.0002444,0.0002444
268,1516.34,0.5505,0.35894,1.10804,0.99759,0.98521,0.99483,0.83871,0.70927,0.33477,1.45607,0.0002378,0.0002378,0.0002378
269,1521.54,0.53172,0.34598,1.10056,0.99915,0.98095,0.99477,0.83963,0.71087,0.33579,1.46284,0.0002312,0.0002312,0.0002312
270,1527.75,0.54582,0.35661,1.11149,1,0.98093,0.99309,0.84545,0.70287,0.33506,1.46954,0.0002246,0.0002246,0.0002246
271,1532.92,0.53377,0.34943,1.11619,0.99758,0.98048,0.9931,0.84389,0.70193,0.33477,1.47182,0.000218,0.000218,0.000218
272,1538.76,0.53743,0.35899,1.12385,0.99757,0.97806,0.99171,0.83597,0.70945,0.33402,1.48433,0.0002114,0.0002114,0.0002114
273,1544.2,0.53461,0.35155,1.12795,0.99935,0.97619,0.99171,0.84042,0.7064,0.3347,1.47791,0.0002048,0.0002048,0.0002048
274,1549.46,0.5489,0.35503,1.11388,0.99865,0.97857,0.99302,0.84179,0.70814,0.33645,1.47636,0.0001982,0.0001982,0.0001982
275,1555.54,0.52583,0.34584,1.10639,0.99932,0.97857,0.99306,0.83917,0.70959,0.337,1.48077,0.0001916,0.0001916,0.0001916
276,1560.74,0.5287,0.34241,1.1124,0.99954,0.98333,0.9947,0.83914,0.71191,0.34161,1.47711,0.000185,0.000185,0.000185
277,1566.93,0.54916,0.35558,1.12168,0.99705,0.98571,0.99483,0.84361,0.7074,0.34021,1.45844,0.0001784,0.0001784,0.0001784
278,1572.16,0.54164,0.35592,1.10498,0.99954,0.98333,0.99479,0.84302,0.7059,0.33677,1.4602,0.0001718,0.0001718,0.0001718
279,1578.46,0.53912,0.34923,1.12213,0.99962,0.98095,0.99169,0.8409,0.70896,0.33507,1.46654,0.0001652,0.0001652,0.0001652
280,1583.74,0.53427,0.35205,1.113,0.9997,0.98095,0.99303,0.8431,0.70741,0.33314,1.46233,0.0001586,0.0001586,0.0001586
281,1589.44,0.52361,0.34324,1.10496,0.99972,0.98095,0.993,0.84213,0.7071,0.33503,1.47073,0.000152,0.000152,0.000152
282,1595.06,0.50997,0.33463,1.10346,1,0.98542,0.993,0.83714,0.70342,0.33542,1.46905,0.0001454,0.0001454,0.0001454
283,1600.3,0.53021,0.34741,1.13803,1,0.9854,0.99298,0.83835,0.70256,0.33675,1.46309,0.0001388,0.0001388,0.0001388
284,1606.58,0.53057,0.35371,1.12416,0.99971,0.98333,0.99303,0.83765,0.7067,0.33625,1.46745,0.0001322,0.0001322,0.0001322
285,1612.71,0.53249,0.35366,1.12687,0.99967,0.98095,0.99311,0.83908,0.70625,0.33405,1.46595,0.0001256,0.0001256,0.0001256
286,1618.94,0.51473,0.34427,1.11979,0.99961,0.98333,0.99309,0.83937,0.70483,0.33358,1.46708,0.000119,0.000119,0.000119
287,1624.07,0.5287,0.34723,1.09766,0.99959,0.98333,0.99309,0.84122,0.70272,0.33341,1.46832,0.0001124,0.0001124,0.0001124
288,1630.32,0.50434,0.3359,1.09738,0.99956,0.98333,0.99309,0.84266,0.70091,0.33275,1.47253,0.0001058,0.0001058,0.0001058
289,1635.55,0.52689,0.34458,1.10503,0.99957,0.98333,0.99307,0.84467,0.69945,0.33225,1.46455,9.92e-05,9.92e-05,9.92e-05
290,1641.24,0.53144,0.34787,1.143,0.99961,0.98333,0.99307,0.84491,0.70193,0.33287,1.46663,9.26e-05,9.26e-05,9.26e-05
291,1648.48,0.46473,0.31827,1.09901,0.99962,0.98333,0.99303,0.84601,0.70229,0.33436,1.4687,8.6e-05,8.6e-05,8.6e-05
292,1653.84,0.52616,0.35231,1.12853,0.99963,0.98333,0.99465,0.8446,0.70482,0.33476,1.46305,7.94e-05,7.94e-05,7.94e-05
293,1659.05,0.49365,0.33237,1.12434,0.9996,0.98333,0.99452,0.84133,0.70757,0.33565,1.46933,7.28e-05,7.28e-05,7.28e-05
294,1663.78,0.47451,0.32739,1.11879,1,0.98793,0.99456,0.83875,0.7106,0.33913,1.48492,6.62e-05,6.62e-05,6.62e-05
295,1669.53,0.47892,0.32497,1.10687,1,0.98792,0.99456,0.84016,0.71037,0.34074,1.48455,5.96e-05,5.96e-05,5.96e-05
296,1674.19,0.47258,0.32005,1.0902,1,0.98792,0.99467,0.84098,0.70836,0.34125,1.48545,5.3e-05,5.3e-05,5.3e-05
297,1679.46,0.45291,0.31686,1.08538,1,0.98793,0.99472,0.84038,0.70913,0.34089,1.48784,4.64e-05,4.64e-05,4.64e-05
298,1684.48,0.45134,0.31213,1.09915,0.99759,0.98756,0.99469,0.84083,0.70915,0.33899,1.48386,3.98e-05,3.98e-05,3.98e-05
299,1689.23,0.44932,0.31617,1.08358,0.99996,0.98571,0.9947,0.84027,0.70779,0.33851,1.48203,3.32e-05,3.32e-05,3.32e-05
300,1694.96,0.47732,0.32797,1.12553,0.99995,0.98571,0.99472,0.84051,0.70793,0.33807,1.48463,2.66e-05,2.66e-05,2.66e-05
